id_lectura,fecha_hora,edificio,ciudad,tipo_edificio,superficie_m2,temperatura_exterior_c,humedad_relativa_pct,radiacion_solar_wm2,ocupacion_personas,hvac_activo,modo_hvac,consumo_kwh,generacion_solar_kwh,periodo_tarifario,coste_eur
637,2025-09-26 00:00:00,Campus Norte,Bilbao,Educativo,8600,10.8,81.0,0.0,56,1,Calefaccion,25.33,0.0,Valle,2.74
356,2025-12-19 20:00:00,Torre Atlantida,Madrid,Oficinas,12500,6.3,83.4,0.0,77,1, CALEFACCION,44.96,0.0,Punta,11.02
57,2025-02-26 00:00:00,Torre Atlantida,Madrid,Oficinas,12500,1.9,80.0,0.0,9,0,Apagado,22.92,0.0,Valle,2.0
1640,2025-06-14 20:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,23.4,64.8,64.0,45,1,Ventilacion,134.87,16.64,Valle,10.91
856,2025-04-27 20:00:00,Hospital Sur,Sevilla,Sanitario,21000,22.6,50.3,0.0,426,0,Apagado,268.43,0.0,Valle,22.87
2007,2025-06-14 14:00:00,Residencial Mirador,Barcelona,Residencial,9800,29.6,49.9,875.0,111,1,Refrigeracion,33.52,0.0,Valle,3.06
1666,2025-07-12 08:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,25.5,67.4,328.9,73,1,Refrigeracion,87.4,88.8,Valle,-0.06
1924,2025-03-22 20:00:00,Residencial Mirador,Barcelona,Residencial,9800,14.8,76.7,0.0,299,1,Ventilacion,544.82,0.0,Valle,9.44
992,2025-09-10 20:00:00,Hospital Sur,Sevilla,Sanitario,21000,28.5,57.6,0.0,390,1,Refrigeracion,286.63,0.0,Punta,72.8
455,2025-03-26 14:00:00,Campus Norte,Bilbao,Educativo,8600,17.3,81.7,495.0,844,0,Apagado,87.01,37.26,Llano,6.93
530,2025-06-10 08:00:00,Campus Norte,bilbao,Educativo,8600,18.9,78.8,297.1,768,0, APAGADO,75.84,21.34,Llano,7.82
1362,2025-09-14 08:00:00,Centro Comercial Delta,Valencia,Comercial,17400,19.7,79.4,167.9,86,0,Apagado,41.61,20.81,Valle,2.26
1912,2025-03-10 20:00:00,Residencial Mirador,Barcelona,Residencial,9800,12.7,85.5,0.0,317,1,Calefaccion,100.11,0.0,Punta,22.01
919,2025-06-30 14:00:00,Hospital Sur,Sevilla,Sanitario,21000,34.6,48.3,721.8,420,1,Refrigeracion,239.33,145.23,Llano,13.6
32,2025-01-29 20:00:00,Torre Atlantida,Madrid,Oficinas,12500,8.2,70.2,0.0,49,1,Calefaccion,43.41,0.0,Punta,10.24
1181,2025-03-18 00:00:00,Centro Comercial Delta,Valencia,Comercial,17400,12.8,69.2,0.0,93,0,Apagado,49.75,0.0,Valle,4.47
1592,2025-04-27 20:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,22.0,43.5,0.0,65,0,Apagado,135.81,0.0,Valle,12.17
1159,2025-02-22 14:00:00,Centro Comercial Delta,Valencia,Comercial,17400,17.3,92.1,209.9,1556,0,Apagado,231.36,26.95,Valle,18.93
1426,2025-11-17 08:00:00,Centro Comercial Delta,Valencia,Comercial,17400,16.1,70.7,0.0,143,0,Apagado,52.18,0.0,Llano,9.05
838,2025-04-11 08:00:00,Hospital Sur,Sevilla,Sanitario,21000,14.2,71.3,160.7,452,1,Calefaccion,194.91,33.08,Llano,21.86
810,2025-03-14 08:00:00,Hospital Sur,Sevilla,Sanitario,21000,11.7,,140.3,421,1,Calefaccion,205.62,30.4,Llano,24.88
595,2025-08-13 14:00:00,Campus Norte,Bilbao,Educativo,8600,26.8,63.4,829.3,0,0,Apagado,8.04,57.25,Llano,-3.31
1225,2025-05-01 00:00:00,Centro Comercial Delta,Valencia,Comercial,17400,15.6,70.5,0.0,61,0,Apagado,53.67,0.0,Valle,4.7
1503,2025-01-29 14:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,16.4,69.9,418.5,169,0,Apagado,153.62,114.63,Llano,5.74
1965,2025-05-05 00:00:00,Residencial Mirador,Barcelona,Residencial,9800,15.7,74.5,0.0,303,1,Ventilacion,99.81,0.0,Valle,8.83
580,2025-07-28 20:00:00,Campus Norte,Bilbao,Educativo,8600,20.4,84.7,55.8,66,0,Apagado,15.46,3.97,Punta,2.84
1646,2025-06-22 08:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,24.8,43.7,446.6,57,1, REFRIGERACION,87.2,120.42,Valle,-1.26
1156,2025-02-18 20:00:00,Centro Comercial Delta, Valencia ,Comercial,17400,12.0,77.5,0.0,1355,1,Calefaccion,280.15,0.0,Punta,63.48
486,2025-04-27 08:00:00,Campus Norte,Bilbao,Educativo,8600,11.8,77.5,246.9,0,0,Apagado,8.0,19.01,Valle,-0.39
829,2025-04-03 00:00:00,Hospital Sur, Sevilla ,Sanitario,21000,12.0,65.8,0.0,188,1, CALEFACCION,168.6,0.0,Valle,15.07
1329,2025-08-13 00:00:00,Centro Comercial Delta,Valencia,Comercial,17400,22.0,70.3,0.0,49,no,Apagado,48.22,0.0,Valle,4.9
1191,2025-03-26 14:00:00,Centro Comercial Delta, Valencia,Comercial,17400,24.2,73.9,472.9,1457,1,Refrigeracion,214.09,58.82,Llano,21.27
1626,2025-06-02 08:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,21.4,57.2,443.4,178,0,Apagado,161.7,110.23,Llano,7.54
1557,2025-03-26 00:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,5.8,78.9,0.0,54,1,Calefaccion,132.22,0.0,Valle,12.06
1785,2025-11-09 00:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,6.9,93.1,0.0,23,1,Calefaccion,86.47,0.0,Valle,9.26
1272,2025-06-14 20:00:00,Centro Comercial Delta,Valencia,Comercial,17400,,61.7,81.0,1620,1,Refrigeracion,357.38,10.02,Valle,31.64
2100,2025-09-14 20:00:00,Residencial Mirador,Barcelona,Residencial,9800,20.8,73.5,0.0,283,0,Apagado,96.16,0.0,Valle,10.13
481,2025-04-23 00:00:00,Campus Norte,Bilbao,Educativo,8600,12.9,82.8,0.0,71,1,Calefaccion,22.42,0.0,Valle,1.97
1803,2025-11-25 14:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,12.4,82.1,469.1,189,1,Calefaccion,162.08,112.47,Llano,8.42
857,2025-05-01 00:00:00,Hospital Sur,Sevilla,Sanitario,21000,14.1,57.3,0.0,248,1,Calefaccion,171.39,0.0,Valle,15.32
1355,2025-09-06 14:00:00,Centro Comercial Delta,Valencia,Comercial,17400,28.2,54.1,677.8,1633,1,Refrigeracion,245.64,82.12,Valle,17.48
1215,2025-04-19 14:00:00,Centro Comercial Delta,Valencia,Comercial,17400,24.2,74.0,508.2,1534,1,Refrigeracion,242.97,62.96,Valle,15.44
924,2025-07-04 20:00:00,Hospital Sur,Sevilla,Sanitario,21000,31.8,36.0,73.4,402,1,Refrigeracion,308.26,14.81,Punta,71.66
1999,2025-06-06 14:00:00,Residencial Mirador,Barcelona,Residencial,9800,26.3,74.2,698.0,97,1,Refrigeracion,25.02,0.0,Llano,3.58
1669,2025-07-16 00:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,22.5,69.9,0.0,34,0,Apagado,102.07,0.0,Valle,
1177,2025-03-14 00:00:00,Centro Comercial Delta,Valencia,Comercial,17400,11.3,75.7,0.0,78,0,Apagado,46.95,0.0,Valle,4.27
1082,2025-12-11 08:00:00,Hospital Sur,Sevilla,Sanitario,21000,8.7,75.4,0.0,408,1,Calefaccion,281.17,0.0,Llano,46.67
859,2025-05-01 14:00:00,Hospital Sur,Sevilla,Sanitario,21000,30.4,44.1,714.3,389,si,Refrigeracion,233.41,137.66,Valle,8.29
454,2025-03-26 08:00:00,Campus Norte,Bilbao,Educativo,8600,10.6,94.8,,785,1,Calefaccion,112.95,8.63,Llano,14.84
1253,2025-05-29 00:00:00,Centro Comercial Delta,Valencia,Comercial,17400,18.5,65.8,0.0,125,0,Apagado,55.99,0.0,Valle,4.99
529,2025-06-10 00:00:00,Campus Norte,Bilbao,Educativo,8600,16.4,90.0,0.0,106,0,Apagado,22.33,0.0,Valle,1.98
81,2025-03-22 00:00:00,Torre Atlantida,Madrid,Oficinas,12500,6.5,61.5,0.0,0,0,Apagado,22.41,0.0,Valle,1.89
2055,2025-08-01 14:00:00,Residencial Mirador,Barcelona,Residencial,9800,30.1,74.8,827.2,68,1,Refrigeracion,26.77,0.0,Llano,4.14
1889,2025-02-18 00:00:00,Residencial Mirador,Barcelona,Residencial,9800,6.1,87.6,0.0,301,1,Calefaccion,97.35,0.0,Valle,9.12
1987,2025-05-25 14:00:00,Residencial Mirador, Barcelona,Residencial,9800,23.8,59.3,855.1,129,1,Ventilacion,26.59,0.0,Valle,2.28
1751,2025-10-04 14:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,19.0,60.9,677.2,62,0, APAGADO,77.68,170.44,Valle,-4.0
1480,2025-01-05 20:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,6.8,,0.0,77,1,Calefaccion,139.42,0.0,Valle,14.15
1857,2025-01-17 00:00:00,Residencial Mirador,Barcelona,Residencial,9800,5.7,87.4,,304,1,Calefaccion,102.46,0.0,Valle,10.29
1876,2025-02-02 20:00:00,Residencial Mirador,BARCELONA,Residencial,9800,10.2,88.3,0.0,272,1,Calefaccion,93.97,0.0,Valle,8.75
444,2025-03-14 20:00:00,Campus Norte,Bilbao,Educativo,8600,13.4,93.2,0.0,76,1,Calefaccion,21.78,0.0,Punta,4.86
66,2025-03-06 08:00:00,Torre Atlantida,Madrid,Oficinas,12500,,79.0,71.3,345,1,Calefaccion,106.92,10.73,Llano,13.81
1677,2025-07-24 00:00:00,Planta Logistica R2, Zaragoza ,Industrial,26000,21.8,58.6,0.0,64,0,Apagado,112.44,0.0,Valle,11.14
1104,2025-12-31 20:00:00,Hospital Sur,SEVILLA,Sanitario,21000,9.1,72.7,0.0,428,1,Calefaccion,313.19,0.0,Punta,79.36
1044,2025-11-01 20:00:00,Hospital Sur,Sevilla,Sanitario,21000,16.9,69.2,0.0,385,0,Apagado,275.61,0.0,Valle,30.59
2162,2025-11-17 08:00:00,Residencial Mirador,Barcelona,Residencial,9800,7.7,78.2,0.0,77,1,Calefaccion,37.23,0.0,Llano,6.41
59,2025-02-26 14:00:00,Torre Atlantida,Madrid,Oficinas,12500,13.7,64.5,329.0,613,1,Calefaccion,94.75,46.3,Llano,7.14
1466,2025-12-27 08:00:00,Centro Comercial Delta,Valencia,Comercial,17400,9.7,87.0,0.0,189,1,Calefaccion,66.56,0.0,Valle,6.82
1340,2025-08-21 20:00:00,Centro Comercial Delta,Valencia,Comercial,17400,27.1,63.7,0.0,1344,1,Refrigeracion,285.72,0.0,Punta,74.6
566,2025-07-16 08:00:00,Campus Norte,Bilbao,Educativo,8600,23.2,92.1,350.1,22,0,Apagado,8.74,24.74,Llano,
2151,2025-11-05 14:00:00,Residencial Mirador,Barcelona,Residencial,9800,18.3,89.0,453.7,55,0,Apagado,17.98,0.0,Llano,3.17
869,2025-05-13 00:00:00,Hospital Sur,Sevilla,Sanitario,21000,19.4,61.6,0.0,188,FALSE,Apagado,,0.0,Valle,14.86
255,2025-09-10 14:00:00,Torre Atlantida,Madrid,Oficinas,12500,27.9,53.1,724.7,585,1,Refrigeracion,113.42,105.0,Llano,1.49
1910,2025-03-10 08:00:00,Residencial Mirador,Barcelona,Residencial,9800,13.6,84.5,103.9,82,1,Calefaccion,35.12,0.0,Llano,5.32
1042,2025-11-01 08:00:00,Hospital Sur,Sevilla,Sanitario,21000,10.7,75.4,28.1,401,Si,Calefaccion,283.91,5.38,Valle,30.14
5,2025-01-05 00:00:00,Torre Atlantida,Madrid,Oficinas,12500,-2.2,79.6,0.0,27,0,Apagado,25.22,0.0,Valle,2.55
837,2025-04-11 00:00:00,Hospital Sur,SEVILLA,Sanitario,21000,15.9,66.7,0.0,196,1,Ventilacion,175.54,0.0,Valle,14.76
1986,2025-05-25 08:00:00,Residencial Mirador,Barcelona,Residencial,9800,20.2,71.5,430.2,108,0,Apagado,28.07,0.0,Valle,2.51
100,2025-04-07 20:00:00,Torre Atlantida,Madrid,Oficinas,12500,14.5,62.8,0.0,99,1, VENTILACION,42.51,0.0,Punta,9.09
364,2025-12-27 20:00:00,Torre Atlantida,Madrid,Oficinas,12500,6.9,83.1,0.0,8,0,Apagado,22.82,0.0,Valle,2.28
1207,2025-04-11 14:00:00,Centro Comercial Delta,Valencia,Comercial,17400,21.1,80.4,459.4,1254,0,Apagado,196.33,54.23,Llano,19.1
1343,2025-08-25 14:00:00,Centro Comercial Delta,Valencia,Comercial,17400,28.9,58.6,836.6,1258,1,Refrigeracion,218.29,98.94,Llano,20.59
37,2025-02-06 00:00:00,Torre Atlantida,Madrid,Oficinas,12500,0.6,80.7,0.0,3,0,Apagado,24.74,0.0,Valle,2.34
97,2025-04-07 00:00:00,Torre Atlantida,Madrid,Oficinas,12500,4.5,80.6,0.0,48,0,Apagado,28.87,0.0,Valle,2.57
354,2025-12-19 08:00:00,Torre Atlantida,Madrid,Oficinas,12500,3.7,76.2,0.0,339,1,Calefaccion,111.93,0.0,Llano,18.54
1141,2025-02-06 00:00:00,Centro Comercial Delta,Valencia,Comercial,17400,9.6,81.6,0.0,112,0,Apagado,55.35,0.0,Valle,5.08
1420,2025-11-09 20:00:00,Centro Comercial Delta,Valencia,Comercial,17400,17.0,87.0,0.0,1506,0,Apagado,298.37,0.0,Valle,32.02
241,2025-08-29 00:00:00,Torre Atlantida,Madrid,Oficinas,12500,15.9,54.6,0.0,52,0,Apagado,27.29,0.0,Valle,2.87
1961,2025-05-01 00:00:00,Residencial Mirador,Barcelona,Residencial,9800,12.0,76.4,0.0,316,1,Calefaccion,106.27,0.0,Valle,9.31
908,2025-06-18 20:00:00,Hospital Sur,Sevilla,Sanitario,21000,28.6,60.2,104.2,400,1,Refrigeracion,287.23,20.1,Punta,61.01
295,2025-10-20 14:00:00,Torre Atlantida,Madrid,Oficinas,12500,22.6,,569.8,533,0,Apagado,103.19,86.92,Llano,2.81
2034,2025-07-12 08:00:00,Residencial Mirador,Barcelona,Residencial,9800,21.7,70.4,388.9,129,0,Apagado,25.81,0.0,Valle,2.59
971,2025-08-21 14:00:00,Hospital Sur,Sevilla,Sanitario,21000,34.4,52.2,618.0,395,1,Refrigeracion,227.14,118.41,Llano,18.14
667,2025-10-24 14:00:00,Campus Norte,Bilbao,Educativo,8600,16.3,77.4,518.4,753,0,Apagado,77.65,40.96,Llano,6.36
1706,2025-08-21 08:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,24.8,62.7,341.8,161,Si,Refrigeracion,157.17,85.63,Llano,11.76
401,2025-02-02 00:00:00,Campus Norte,Bilbao,Educativo,8600,3.5,99.0,0.0,26,0,Apagado,14.17,0.0,Valle,1.34
706,2025-12-03 08:00:00,Campus Norte,Bilbao,Educativo,8600,8.7,94.5,0.0,847,1,Calefaccion,134.92,0.0,Llano,22.65
1580,2025-04-15 20:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,15.2,81.8,0.0,171,TRUE,Ventilacion,246.01,0.0,Punta,53.63
617,2025-09-06 00:00:00,Campus Norte,Bilbao,Educativo,8600,14.1,93.9,0.0,0,0,Apagado,12.21,0.0,Valle,1.29
616,2025-09-02 20:00:00,Campus Norte,Bilbao,Educativo,8600,19.5,75.5,0.0,67,0,Apagado,21.33,0.0,Punta,5.67
370,2025-01-01 08:00:00,Campus Norte,Bilbao,Educativo,8600,6.3,94.9,0.0,84,0,Apagado,16.05,0.0,Valle,1.63
680,2025-11-05 20:00:00,Campus Norte,Bilbao,Educativo,8600,13.8,96.2,0.0,93,1,Calefaccion,23.61,0.0,Punta,6.24
782,2025-02-14 08:00:00,Hospital Sur,Sevilla,Sanitario,21000,7.7,69.3,30.0,413,1,Calefaccion,284.71,5.66,Llano,41.05
1878,2025-02-06 08:00:00,Residencial Mirador,BARCELONA,Residencial,9800,11.0,84.2,72.6,74,1,Calefaccion,35.72,0.0,Llano,5.12
1048,2025-11-05 20:00:00,Hospital Sur,Sevilla,Sanitario,21000,17.9,75.2,0.0,388,0,Apagado,280.98,0.0,Punta,77.1
1631,2025-06-06 14:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,25.4,39.9,879.7,159,Si,Refrigeracion,163.04,226.54,Llano,-3.58
200,2025-07-16 20:00:00,Torre Atlantida,Madrid,Oficinas,12500,25.8,61.6,68.9,70,1,Refrigeracion,44.63,11.19,Punta,7.89
1147,2025-02-10 14:00:00,Centro Comercial Delta,Valencia,Comercial,17400,14.0,93.2,265.3,1344,1,Calefaccion,209.2,33.65,Llano,26.26
468,2025-04-07 20:00:00,Campus Norte,Bilbao,Educativo,8600,13.5,,0.0,107,1,Calefaccion,25.45,0.0,Punta,5.54
656,2025-10-12 20:00:00,Campus Norte,Bilbao,Educativo,8600,14.3,98.2,0.0,9,0,Apagado,13.55,0.0,Valle,1.42
1197,2025-04-03 00:00:00,Centro Comercial Delta,Valencia,Comercial,17400,14.0,80.7,0.0,23,0,Apagado,49.29,0.0,Valle,4.2
178,2025-06-26 08:00:00,Torre Atlantida,Madrid,Oficinas,12500,23.0,50.3,,370,0,Apagado,69.01,65.13,Llano,0.57
1545,2025-03-14 00:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,6.8,69.9,0.0,38,1,Calefaccion,132.12,0.0,Valle,12.08
1615,2025-05-21 14:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,28.4,68.9,593.0,171,1,Refrigeracion,166.15,163.57,Llano,0.35
404,2025-02-02 20:00:00,Campus Norte,Bilbao,Educativo,8600,8.5,99.0,0.0,0,No,Apagado,11.93,0.0,Valle,1.13
226,2025-08-13 08:00:00,Torre Atlantida,Madrid,Oficinas,12500,24.9,48.6,399.9,350,1,Refrigeracion,71.69,61.99,Llano,1.64
535,2025-06-14 14:00:00,Campus Norte,Bilbao,Educativo,8600,24.0,70.2,755.7,35,0,Apagado,10.56,52.46,Valle,-1.54
784,2025-02-14 20:00:00,Hospital Sur,Sevilla,Sanitario,21000,11.5,74.5,0.0,420,1,Calefaccion,299.13,0.0,Punta,68.44
2183,2025-12-07 14:00:00,Residencial Mirador,Barcelona,Residencial,9800,15.1,96.4,471.3,127,1,Ventilacion,28.8,0.0,Valle,3.09
794,2025-02-26 08:00:00,Hospital Sur,Sevilla,Sanitario,21000,4.8,91.3,55.1,433,1, CALEFACCION,318.94,10.88,Llano,43.84
85,2025-03-26 00:00:00,Torre Atlantida,Madrid,Oficinas,12500,6.5,79.1,0.0,0,0,Apagado,23.24,0.0,Valle,2.02
2147,2025-11-01 14:00:00,Residencial Mirador,Barcelona,Residencial,9800,22.5,85.6,233.3,101,0,Apagado,25.62,0.0,Valle,2.78
1074,2025-12-03 08:00:00,Hospital Sur,Sevilla,Sanitario,21000,9.0,85.8,0.0,399,1,Calefaccion,295.9,0.0,Llano,50.42
818,2025-03-22 08:00:00,Hospital Sur,Sevilla,Sanitario,21000,13.8,73.6,111.9,,1,Calefaccion,279.6,23.15,Valle,22.0
2093,2025-09-10 00:00:00,Residencial Mirador,Barcelona ,Residencial,9800,14.4,82.6,0.0,265,1,Calefaccion,95.36,0.0,Valle,10.22
1017,2025-10-08 00:00:00,Hospital Sur,Sevilla,Sanitario,21000,15.5,57.3,0.0,206,1,Ventilacion,177.56,0.0,Valle,19.73
978,2025-08-29 08:00:00,Hospital Sur,Sevilla,Sanitario,21000,27.2,46.2,336.6,426,1,Refrigeracion,218.16,67.29,Llano,24.85
1859,2025-01-17 14:00:00,Residencial Mirador,Barcelona,Residencial,9800,12.4,97.4,269.9,,1,Calefaccion,21.19,0.0,Llano,3.32
814,2025-03-18 08:00:00,Hospital Sur,Sevilla,Sanitario,21000,11.8,63.2,180.1,423,1,Calefaccion,208.22,36.35,Llano,24.11
214,2025-08-01 08:00:00,Torre Atlantida,Madrid,Oficinas,12500,28.1,42.1,410.1,391,1,Refrigeracion,78.05,63.65,Llano,2.26
1032,2025-10-20 20:00:00,Hospital Sur,Sevilla,Sanitario,21000,18.3,67.7,0.0,398,0,Apagado,285.07,0.0,Punta,75.32
2197,2025-12-23 00:00:00,Residencial Mirador,Barcelona,Residencial,9800,7.4,99.0,0.0,326,si,Calefaccion,95.83,0.0,Valle,10.06
2061,2025-08-09 00:00:00,Residencial Mirador,Barcelona,Residencial,9800,20.1,71.6,0.0,280,0,Apagado,94.38,0.0,Valle,9.84
560,2025-07-08 20:00:00,Campus Norte, Bilbao ,Educativo,8600,23.4,57.7,86.8,10,0,Apagado,12.42,6.6,Punta,1.42
1371,2025-09-22 14:00:00,Centro Comercial Delta,Valencia,Comercial,17400,23.5,74.2,735.0,1248,1,Ventilacion,2295.19,96.67,Llano,19.87
697,2025-11-25 00:00:00,Campus Norte,Bilbao,Educativo,8600,7.5,99.0,0.0,73,1,Calefaccion,25.34,0.0,Valle,2.66
1271,2025-06-14 14:00:00,Centro Comercial Delta,Valencia,Comercial,17400,28.6,54.7,904.0,1580,1,Refrigeracion,259.37,119.5,Valle,12.85
1793,2025-11-17 00:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,7.4,75.7,0.0,53,1,Calefaccion,127.02,0.0,Valle,13.98
237,2025-08-25 00:00:00,Torre Atlantida,Madrid,Oficinas,12500,,49.8,0.0,20,0,Apagado,24.69,0.0,Valle,2.57
2192,2025-12-15 20:00:00,Residencial Mirador,Barcelona,Residencial,9800,13.0,82.1,0.0,294,1,Calefaccion,95.22,0.0,Punta,25.28
1487,2025-01-13 14:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,11.3,91.8,219.0,175,1,Calefaccion,154.8,61.83,Llano,15.2
1325,2025-08-09 00:00:00,Centro Comercial Delta,Valencia,Comercial,17400,24.4,72.2,0.0,119,1,Refrigeracion,60.77,0.0,Valle,6.16
2038,2025-07-16 08:00:00,Residencial Mirador,Barcelona,Residencial,9800,24.0,65.2,412.0,58,1,Ventilacion,17.65,0.0,Llano,2.76
1192,2025-03-26 20:00:00,Centro Comercial Delta,Valencia,Comercial,17400,16.4,87.2,0.0,1261,0,Apagado,279.4,0.0,Punta,58.76
2119,2025-10-04 14:00:00,Residencial Mirador,Barcelona,Residencial,9800,21.1,63.0,769.4,151,0,Apagado,28.28,0.0,Valle,3.0
579,2025-07-28 14:00:00,Campus Norte,Bilbao,Educativo,8600,25.0,68.5,709.2,41,0,Apagado,10.0,58.19,Llano,-3.13
1133,2025-01-29 00:00:00,Centro Comercial Delta,Valencia,Comercial,17400,6.4,79.2,0.0,54,0,Apagado,48.87,0.0,Valle,4.71
819,2025-03-22 14:00:00,Hospital Sur,Sevilla,Sanitario,21000,22.8,52.8,641.7,385,FALSE,Apagado,208.1,134.68,Valle,6.07
2010,2025-06-18 08:00:00,Residencial Mirador,Barcelona,Residencial,9800,20.7,70.4,386.1,76,0,Apagado,19.36,0.0,Llano,2.78
830,2025-04-03 08:00:00,Hospital Sur,Sevilla,Sanitario,21000,14.1,51.4,184.0,406,1,Calefaccion,198.37,39.19,Llano,22.08
1702,2025-08-17 08:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,20.7,66.8,347.2,66,No,Apagado,83.3,93.74,Valle,-0.43
368,2025-12-31 20:00:00,Torre Atlantida,Madrid,Oficinas,12500,7.6,73.3,0.0,85,si,Calefaccion,40.69,0.0,Punta,10.14
1423,2025-11-13 14:00:00,Centro Comercial Delta,Valencia,Comercial,17400,20.1,83.2,443.0,,0,Apagado,208.42,57.86,Llano,25.91
300,2025-10-24 20:00:00,Torre Atlantida,Madrid,Oficinas,12500,15.9,62.0,0.0,106,1, VENTILACION,41.77,0.0,Punta,11.33
1313,2025-07-28 00:00:00,Centro Comercial Delta,Valencia,Comercial,17400,24.9,72.8,0.0,16,0,Apagado,47.23,0.0,Valle,4.71
1073,2025-12-03 00:00:00,Hospital Sur, Sevilla ,Sanitario,21000,5.0,68.8,0.0,226,1,Calefaccion,188.24,0.0,Valle,20.39
537,2025-06-18 00:00:00,Campus Norte,Bilbao,Educativo,8600,16.7,79.8,0.0,60,0,Apagado,21.05,0.0,Valle,1.95
148,2025-05-25 20:00:00,Torre Atlantida,Madrid,Oficinas,12500,22.9,47.6,36.0,0,0,Apagado,22.62,5.33,Valle,1.52
1421,2025-11-13 00:00:00,Centro Comercial Delta,Valencia,Comercial,17400,12.5,86.2,0.0,2,0,Apagado,44.58,0.0,Valle,4.81
743,2025-01-05 14:00:00,Hospital Sur,Sevilla,Sanitario,21000,13.7,83.3,397.7,425,1,Calefaccion,210.66,85.66,Valle,12.45
1755,2025-10-08 14:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,24.0,57.7,562.8,149,1,Ventilacion,149.73,135.18,Llano,2.52
379,2025-01-09 14:00:00,Campus Norte,Bilbao,Educativo,8600,12.1,99.0,180.9,747,1,Calefaccion,82.62,12.61,Llano,11.15
651,2025-10-08 14:00:00,Campus Norte,Bilbao,Educativo,8600,20.4,76.5,591.8,780,0,Apagado,82.25,44.01,Llano,6.96
194,2025-07-12 08:00:00,Torre Atlantida,Madrid,Oficinas,12500,24.1,50.0,436.4,9,0,Apagado,,67.9,Valle,-2.0
939,2025-07-20 14:00:00,Hospital Sur,Sevilla,Sanitario,21000,34.8,41.7,905.3,384,1,Refrigeracion,214.31,177.14,Valle,3.67
1687,2025-08-01 14:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,30.7,49.4,731.9,182,1,Refrigeracion,177.34,205.83,Llano,-1.86
543,2025-06-22 14:00:00,Campus Norte,Bilbao,Educativo,8600,23.5,72.4,723.4,0,0,Apagado,8.07,51.43,Valle,-1.59
649,2025-10-08 00:00:00,Campus Norte,Bilbao,Educativo,8600,14.5,87.0,0.0,80,1,Ventilacion,23.16,0.0,Valle,2.48
769,2025-02-02 00:00:00,Hospital Sur,Sevilla,Sanitario,21000,8.4,76.5,0.0,181,1,Calefaccion,194.44,0.0,Valle,18.34
905,2025-06-18 00:00:00,Hospital Sur,sevilla,Sanitario,21000,24.1,52.3,0.0,221,1,Refrigeracion,183.14,0.0,Valle,17.03
1634,2025-06-10 08:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,20.2,62.6,392.8,160,0,Apagado,151.52,103.04,Llano,6.8
1328,2025-08-09 20:00:00,Centro Comercial Delta,Valencia,Comercial,17400,24.7,67.6,0.0,1501,1,Refrigeracion,329.17,0.0,Valle,32.82
2137,2025-10-24 00:00:00,Residencial Mirador,Barcelona,Residencial,9800,12.9,79.3,0.0,320,1,Calefaccion,100.51,0.0,Valle,10.73
440,2025-03-10 20:00:00,Campus Norte,Bilbao,Educativo,8600,9.2,85.7,0.0,48,1,Calefaccion,23.17,0.0,Punta,5.1
1102,2025-12-31 08:00:00,Hospital Sur,Sevilla,Sanitario,21000,9.3,73.8,0.0,425,1,Calefaccion,300.71,0.0,Llano,48.08
493,2025-05-05 00:00:00,Campus Norte,Bilbao,Educativo,8600,15.5,85.9,0.0,67,1,Ventilacion,21.06,0.0,Valle,1.83
332,2025-11-25 20:00:00,Torre Atlantida,Madrid,Oficinas,12500,10.4,71.7,0.0,94,1,Calefaccion,46.79,0.0,Punta,11.92
1408,2025-10-28 20:00:00,Centro Comercial Delta,Valencia,Comercial,17400,18.5,107.9,0.0,1329,0,Apagado,259.71,0.0,Punta,67.37
1707,2025-08-21 14:00:00,Planta Logistica R2,Zaragoza,Industrial,26000,28.3,50.8,774.0,158,1,Refrigeracion,167.21,203.46,Llano,-2.46
1115,2025-01-09 14:00:00,Centro Comercial Delta,Valencia,Comercial,17400,18.4,77.7,327.3,1277,FALSE,Apagado,197.4,42.48,Llano,24.48
586,2025-08-05 08:00:00,Campus Norte,Bilbao,Educativo,8600,18.9,88.9,284.2,19,0,Apagado,9.19,21.16,Llano,-0.78
